order_id,order_date,region,product_id,product_name,category,quantity,unit_price,discount,revenue
500090,2024-01-11,West,1010,Smart Plug,Electronics,2,209.62,0.0,419.24
500091,2024-01-11,Southwest,1037,Vacuum Sealer,Home & Kitchen,2,61.48,0.15,104.52
500092,2024-01-11,Northeast,1108,Whiteboard,Office Supplies,2,60.4,0.0,120.8
500093,2024-01-11,Southeast,1075,Trekking Poles,Sports & Outdoors,1,182.21,0.05,173.1
500094,2024-01-11,Southeast,1063,Compression Shirt,Apparel,1,17.69,0.1,15.92
500095,2024-01-11,Southwest,1114,Sticky Tabs,Office Supplies,2,17.4,0.0,34.8
500096,2024-01-11,West,1002,Smart Watch,Electronics,1,420.41,0.0,420.41
500097,2024-01-11,Midwest,1084,Hair Dryer,Beauty & Personal Care,2,57.24,0.0,114.48
500098,2024-01-11,Southeast,1119,Wall Calendar,Office Supplies,1,59.28,0.0,59.28
500099,2024-01-11,Northeast,1087,Sunscreen SPF 50,Beauty & Personal Care,2,27.82,0.0,55.64
500100,2024-01-11,Northeast,1071,Foam Roller,Sports & Outdoors,2,32.24,0.0,64.48
500101,2024-01-11,Southwest,1015,Action Camera,Electronics,1,81.81,0.15,69.54
500102,2024-01-11,Southeast,1065,Yoga Mat,Sports & Outdoors,1,157.52,0.0,157.52
500103,2024-01-11,Southwest,1043,Running Shorts,Apparel,3,58.43,0.0,175.29
500104,2024-01-12,West,1082,Pull-Up Bar,Sports & Outdoors,2,77.14,0.0,154.28
500105,2024-01-12,Northeast,1105,Highlighter Set,Office Supplies,2,37.45,0.1,67.41
500106,2024-01-12,Midwest,1011,LED Desk Lamp,Electronics,1,91.94,0.05,87.34
500107,2024-01-12,Southeast,1020,Electric Kettle,Home & Kitchen,1,135.45,0.0,135.45
500108,2024-01-12,Midwest,1028,Spice Rack,Home & Kitchen,2,92.73,0.0,185.46
500109,2024-01-12,Southeast,1001,Bluetooth Speaker,Electronics,1,52.59,0.0,52.59
500110,2024-01-12,Midwest,1061,Chino Shorts,Apparel,1,24.05,0.05,22.85
500111,2024-01-12,West,1085,Facial Cleanser,Beauty & Personal Care,1,7.49,0.0,7.49
500112,2024-01-12,Northeast,1025,Coffee Maker,Home & Kitchen,4,43.54,0.0,174.16
500113,2024-01-12,Midwest,1063,Compression Shirt,Apparel,2,17.69,0.05,33.61
500114,2024-01-13,Southeast,1003,USB-C Hub,Electronics,1,230.17,0.0,230.17
500115,2024-01-13,Northeast,1058,Graphic Tee,Apparel,2,49.26,0.1,88.67
500116,2024-01-13,Northeast,1016,Power Strip,Electronics,1,273.3,0.05,259.64
500117,2024-01-13,West,1003,USB-C Hub,Electronics,3,230.17,0.0,690.51
500118,2024-01-13,Midwest,1075,Trekking Poles,Sports & Outdoors,3,182.21,0.05,519.3
500119,2024-01-13,West,1036,Laundry Basket,Home & Kitchen,2,114.51,0.0,229.02
500120,2024-01-13,Southwest,1056,Linen Button-Down,Apparel,2,46.88,0.0,93.76
500121,2024-01-13,West,1054,Knit Beanie,Apparel,2,53.46,0.0,106.92
500122,2024-01-13,Northeast,1025,Coffee Maker,Home & Kitchen,1,43.54,0.1,39.19
500123,2024-01-13,Northeast,1115,Pencil Case,Office Supplies,1,50.02,0.0,50.02
500124,2024-01-13,West,1068,Hiking Backpack,Sports & Outdoors,1,190.51,0.05,180.98
500125,2024-01-13,West,1023,Cutting Board Set,Home & Kitchen,4,146.05,0.2,467.36
500126,2024-01-14,West,1007,Wireless Mouse,Electronics,1,41.33,0.0,41.33
500127,2024-01-14,Midwest,1096,Face Mask Set,Beauty & Personal Care,2,30.25,0.05,57.47
500128,2024-01-14,Southeast,1037,Vacuum Sealer,Home & Kitchen,1,61.48,0.2,49.18
500129,2024-01-14,Northeast,1096,Face Mask Set,Beauty & Personal Care,1,30.25,0.0,30.25
500130,2024-01-14,West,1051,Crew Socks (3-Pack),Apparel,3,73.21,0.15,186.69
500131,2024-01-14,Southeast,1029,Bamboo Utensil Set,Home & Kitchen,1,34.41,0.15,29.25
500132,2024-01-14,Northeast,1063,Compression Shirt,Apparel,2,17.69,0.05,33.61
500133,2024-01-14,Northeast,1076,Cooler Bag,Sports & Outdoors,3,32.58,0.0,97.74
500134,2024-01-14,Northeast,1114,Sticky Tabs,Office Supplies,1,17.4,0.1,15.66
500135,2024-01-14,Midwest,1025,Coffee Maker,Home & Kitchen,3,43.54,0.0,130.62
500136,2024-01-14,Midwest,1039,Cookware Set,Home & Kitchen,1,111.14,0.0,111.14
500137,2024-01-14,Southeast,1114,Sticky Tabs,Office Supplies,1,17.4,0.05,16.53
500138,2024-01-14,Southeast,1084,Hair Dryer,Beauty & Personal Care,1,57.24,0.15,48.65
500139,2024-01-14,Southeast,1024,Air Fryer,Home & Kitchen,1,15.16,0.0,15.16
500140,2024-01-15,West,1068,Hiking Backpack,Sports & Outdoors,1,190.51,0.1,171.46
500141,2024-01-15,West,1060,Maxi Dress,Apparel,3,45.58,0.0,136.74
500142,2024-01-15,Northeast,1028,Spice Rack,Home & Kitchen,1,92.73,0.0,92.73
500143,2024-01-15,Southwest,1003,USB-C Hub,Electronics,1,230.17,0.0,230.17
500144,2024-01-15,Southwest,1034,Wall Clock,Home & Kitchen,1,11.29,0.0,11.29
500145,2024-01-15,Northeast,1117,Laminating Sheets,Office Supplies,4,65.36,0.0,261.44
500146,2024-01-15,Southwest,1065,Yoga Mat,Sports & Outdoors,3,157.52,0.0,472.56
500147,2024-01-15,Midwest,1051,Crew Socks (3-Pack),Apparel,2,73.21,0.0,146.42
500148,2024-01-15,Northeast,1033,Shower Curtain,Home & Kitchen,2,119.18,0.0,238.36
500149,2024-01-16,Southwest,1072,Sleeping Bag,Sports & Outdoors,2,143.18,0.0,286.36
500150,2024-01-16,West,1042,Wool Sweater,Apparel,2,21.9,0.0,43.8
500151,2024-01-16,West,1119,Wall Calendar,Office Supplies,1,59.28,0.2,47.42
500152,2024-01-16,Southeast,1097,Perfume,Beauty & Personal Care,2,9.17,0.05,17.42
500153,2024-01-16,West,1098,Cotton Rounds,Beauty & Personal Care,1,15.0,0.0,15.0
500154,2024-01-16,West,1089,Lip Balm Set,Beauty & Personal Care,2,29.78,0.1,53.6
500155,2024-01-16,Southeast,1090,Makeup Brush Set,Beauty & Personal Care,1,39.0,0.0,39.0
500156,2024-01-16,Northeast,1035,Picture Frame Set,Home & Kitchen,1,106.87,0.0,106.87
500157,2024-01-16,West,1042,Wool Sweater,Apparel,1,21.9,0.0,21.9
500158,2024-01-16,Southeast,1023,Cutting Board Set,Home & Kitchen,1,146.05,0.05,138.75
500159,2024-01-16,West,1063,Compression Shirt,Apparel,1,17.69,0.0,17.69
500160,2024-01-16,West,1054,Knit Beanie,Apparel,1,53.46,0.0,53.46
500161,2024-01-16,Southeast,1041,Slim Fit Jeans,Apparel,1,87.02,0.05,82.67
500162,2024-01-16,Midwest,1062,Wool Scarf,Apparel,2,13.84,0.1,24.91
500163,2024-01-16,West,1111,Binder Clips,Office Supplies,1,72.05,0.0,72.05
500164,2024-01-17,Southwest,1038,Toaster Oven,Home & Kitchen,1,98.36,0.0,98.36
500165,2024-01-17,Southeast,1030,Storage Bins,Home & Kitchen,1,25.89,0.1,23.3
500166,2024-01-17,Midwest,1033,Shower Curtain,Home & Kitchen,2,119.18,0.05,226.44
500167,2024-01-17,Southeast,1044,Hooded Sweatshirt,Apparel,1,65.16,0.0,65.16
500168,2024-01-17,West,1018,Stainless Steel Knife Set,Home & Kitchen,1,20.78,0.05,19.74
500169,2024-01-18,West,1098,Cotton Rounds,Beauty & Personal Care,1,15.0,0.0,15.0
500170,2024-01-18,Midwest,1044,Hooded Sweatshirt,Apparel,2,65.16,0.15,110.77
500171,2024-01-18,Southeast,1024,Air Fryer,Home & Kitchen,2,15.16,0.0,30.32
500172,2024-01-18,West,1045,Denim Jacket,Apparel,2,79.1,0.0,158.2
500173,2024-01-18,Midwest,1047,Polo Shirt,Apparel,1,55.42,0.0,55.42
500174,2024-01-18,West,1096,Face Mask Set,Beauty & Personal Care,1,30.25,0.0,30.25
500175,2024-01-18,Northeast,1065,Yoga Mat,Sports & Outdoors,2,157.52,0.0,315.04
500176,2024-01-18,Northeast,1042,Wool Sweater,Apparel,1,21.9,0.0,21.9
500177,2024-01-18,Southwest,1013,HDMI Cable,Electronics,2,195.27,0.0,390.54
500178,2024-01-18,Southeast,1076,Cooler Bag,Sports & Outdoors,2,32.58,0.2,52.13
500179,2024-01-19,Southwest,1019,Non-Stick Frying Pan,Home & Kitchen,1,132.0,0.0,132.0
500180,2024-01-19,Southeast,1006,Webcam HD,Electronics,1,169.69,0.0,169.69
500181,2024-01-19,West,1024,Air Fryer,Home & Kitchen,1,15.16,0.1,13.64
500182,2024-01-19,West,1055,Rain Jacket,Apparel,1,9.18,0.0,9.18
500183,2024-01-19,West,1118,Index Cards,Office Supplies,2,34.71,0.05,65.95
500184,2024-01-19,West,1049,Flannel Shirt,Apparel,1,71.14,0.05,67.58
500185,2024-01-20,West,1020,Electric Kettle,Home & Kitchen,1,135.45,0.0,135.45
500186,2024-01-20,Southeast,1082,Pull-Up Bar,Sports & Outdoors,1,77.14,0.05,73.28
500187,2024-01-20,West,1106,Printer Paper Ream,Office Supplies,1,27.8,0.0,27.8
500188,2024-01-20,Northeast,1118,Index Cards,Office Supplies,3,34.71,0.0,104.13
500189,2024-01-20,West,1054,Knit Beanie,Apparel,2,53.46,0.0,106.92
500190,2024-01-20,West,1012,Phone Charging Dock,Electronics,2,27.62,0.1,49.72
500191,2024-01-20,West,1003,USB-C Hub,Electronics,1,230.17,0.0,230.17
500192,2024-01-20,Southeast,1008,Mechanical Keyboard,Electronics,3,284.69,0.05,811.37
500193,2024-01-20,Southeast,1042,Wool Sweater,Apparel,1,21.9,0.05,20.8
500194,2024-01-20,Midwest,1105,Highlighter Set,Office Supplies,1,37.45,0.2,29.96
500195,2024-01-20,West,1021,Glass Food Containers,Home & Kitchen,3,130.5,0.0,391.5
500196,2024-01-20,West,1041,Slim Fit Jeans,Apparel,3,87.02,0.1,234.95
500197,2024-01-20,West,1086,Moisturizer Cream,Beauty & Personal Care,1,37.68,0.0,37.68
500198,2024-01-20,Southeast,1017,Laptop Sleeve,Electronics,2,174.32,0.0,348.64
500199,2024-01-20,Southwest,1065,Yoga Mat,Sports & Outdoors,2,157.52,0.0,315.04
500200,2024-01-20,West,1105,Highlighter Set,Office Supplies,1,37.45,0.05,35.58
500201,2024-01-20,West,1017,Laptop Sleeve,Electronics,1,174.32,0.0,174.32
500202,2024-01-20,Northeast,1040,Cotton T-Shirt,Apparel,1,83.02,0.0,83.02
500203,2024-01-20,Northeast,1113,Ring Binder,Office Supplies,1,54.49,0.15,46.32
500204,2024-01-20,Southeast,1033,Shower Curtain,Home & Kitchen,1,119.18,0.0,119.18
500205,2024-01-21,Northeast,1063,Compression Shirt,Apparel,2,17.69,0.0,35.38
500206,2024-01-21,Northeast,1085,Facial Cleanser,Beauty & Personal Care,1,7.49,0.0,7.49
500207,2024-01-21,Southwest,1005,Portable Charger,Electronics,2,313.58,0.2,501.73
500208,2024-01-21,Northeast,1014,Wireless Router,Electronics,1,172.72,0.0,172.72
500209,2024-01-21,Northeast,1073,Bike Helmet,Sports & Outdoors,1,197.46,0.0,197.46
500210,2024-01-21,Southwest,1089,Lip Balm Set,Beauty & Personal Care,2,29.78,0.0,59.56
500211,2024-01-21,Midwest,1054,Knit Beanie,Apparel,1,53.46,0.0,53.46
500212,2024-01-22,Southeast,1050,Yoga Pants,Apparel,1,52.33,0.0,52.33
500213,2024-01-22,West,1013,HDMI Cable,Electronics,1,195.27,0.0,195.27
500214,2024-01-22,Northeast,1025,Coffee Maker,Home & Kitchen,4,43.54,0.1,156.74
500215,2024-01-22,Southwest,1051,Crew Socks (3-Pack),Apparel,1,73.21,0.0,73.21
500216,2024-01-22,Southeast,1093,Body Lotion,Beauty & Personal Care,1,12.5,0.0,12.5
500217,2024-01-22,Northeast,1035,Picture Frame Set,Home & Kitchen,2,106.87,0.0,213.74
500218,2024-01-22,Southeast,1042,Wool Sweater,Apparel,1,21.9,0.1,19.71
500219,2024-01-22,Southwest,1111,Binder Clips,Office Supplies,2,72.05,0.0,144.1
500220,2024-01-23,Midwest,1014,Wireless Router,Electronics,2,172.72,0.0,345.44
500221,2024-01-23,West,1004,Noise-Cancelling Headphones,Electronics,1,241.63,0.05,229.55
500222,2024-01-23,Northeast,1007,Wireless Mouse,Electronics,1,41.33,0.15,35.13
500223,2024-01-23,West,1038,Toaster Oven,Home & Kitchen,1,98.36,0.0,98.36
500224,2024-01-23,West,1068,Hiking Backpack,Sports & Outdoors,1,190.51,0.0,190.51
500225,2024-01-23,Northeast,1068,Hiking Backpack,Sports & Outdoors,2,190.51,0.0,381.02
500226,2024-01-23,Northeast,1008,Mechanical Keyboard,Electronics,4,284.69,0.0,1138.76
500227,2024-01-23,West,1063,Compression Shirt,Apparel,1,17.69,0.0,17.69
500228,2024-01-23,Northeast,1063,Compression Shirt,Apparel,2,17.69,0.05,33.61
500229,2024-01-23,Midwest,1004,Noise-Cancelling Headphones,Electronics,4,241.63,0.1,869.87
500230,2024-01-23,Southeast,1116,Push Pins,Office Supplies,2,6.99,0.05,13.28
500231,2024-01-23,West,1089,Lip Balm Set,Beauty & Personal Care,2,29.78,0.0,59.56
500232,2024-01-24,Southwest,1066,Adjustable Dumbbell Set,Sports & Outdoors,1,153.36,0.1,138.02
500233,2024-01-24,West,1094,Hair Straightener,Beauty & Personal Care,3,54.73,0.0,164.19
500234,2024-01-24,West,1048,Winter Parka,Apparel,2,10.5,0.05,19.95
500235,2024-01-24,West,1067,Camping Tent,Sports & Outdoors,1,180.15,0.0,180.15
500236,2024-01-24,Southwest,1108,Whiteboard,Office Supplies,1,60.4,0.0,60.4
500237,2024-01-24,Northeast,1077,Tennis Racket,Sports & Outdoors,2,81.23,0.0,162.46
500238,2024-01-24,Midwest,1093,Body Lotion,Beauty & Personal Care,2,12.5,0.0,25.0
500239,2024-01-24,Midwest,1053,Canvas Belt,Apparel,1,53.04,0.05,50.39
500240,2024-01-24,West,1097,Perfume,Beauty & Personal Care,2,9.17,0.1,16.51
500241,2024-01-24,Northeast,1048,Winter Parka,Apparel,1,10.5,0.0,10.5
500242,2024-01-25,Midwest,1000,Wireless Earbuds,Electronics,2,202.91,0.0,405.82
500243,2024-01-25,West,1020,Electric Kettle,Home & Kitchen,4,135.45,0.0,541.8
500244,2024-01-25,Southeast,1014,Wireless Router,Electronics,1,172.72,0.1,155.45
500245,2024-01-25,Southwest,1040,Cotton T-Shirt,Apparel,1,83.02,0.05,78.87
500246,2024-01-25,Southwest,1060,Maxi Dress,Apparel,1,45.58,0.0,45.58
500247,2024-01-25,West,1000,Wireless Earbuds,Electronics,2,202.91,0.0,405.82
500248,2024-01-25,West,1009,Tablet Stand,Electronics,1,309.0,0.0,309.0
500249,2024-01-25,West,1006,Webcam HD,Electronics,1,169.69,0.05,161.21
500250,2024-01-25,Midwest,1061,Chino Shorts,Apparel,2,24.05,0.1,43.29
500251,2024-01-25,Southeast,1091,Nail Care Kit,Beauty & Personal Care,1,33.61,0.0,33.61
500252,2024-01-25,Northeast,1036,Laundry Basket,Home & Kitchen,2,114.51,0.05,217.57
500253,2024-01-26,West,1119,Wall Calendar,Office Supplies,3,59.28,0.05,168.95
500254,2024-01-26,Southeast,1064,Swim Trunks,Apparel,2,31.13,0.0,62.26
500255,2024-01-26,Southeast,1093,Body Lotion,Beauty & Personal Care,1,12.5,0.05,11.88
500256,2024-01-26,Midwest,1018,Stainless Steel Knife Set,Home & Kitchen,1,20.78,0.0,20.78
500257,2024-01-26,Northeast,1002,Smart Watch,Electronics,2,420.41,0.0,840.82
500258,2024-01-26,Midwest,1031,Throw Pillow Set,Home & Kitchen,3,87.73,0.0,263.19
500259,2024-01-26,Southeast,1097,Perfume,Beauty & Personal Care,2,9.17,0.0,18.34
500260,2024-01-26,West,1048,Winter Parka,Apparel,1,10.5,0.0,10.5
500261,2024-01-27,Midwest,1046,Athletic Leggings,Apparel,2,65.56,0.1,118.01
500262,2024-01-27,Northeast,1062,Wool Scarf,Apparel,1,13.84,0.1,12.46
500263,2024-01-27,West,1111,Binder Clips,Office Supplies,1,72.05,0.0,72.05
500264,2024-01-27,Southeast,1027,Dish Rack,Home & Kitchen,1,85.01,0.15,72.26
500265,2024-01-27,Southeast,1028,Spice Rack,Home & Kitchen,2,92.73,0.0,185.46
500266,2024-01-27,West,1006,Webcam HD,Electronics,1,169.69,0.0,169.69
500267,2024-01-28,Southeast,1037,Vacuum Sealer,Home & Kitchen,3,61.48,0.0,184.44
500268,2024-01-28,West,1113,Ring Binder,Office Supplies,1,54.49,0.15,46.32
500269,2024-01-28,Northeast,1044,Hooded Sweatshirt,Apparel,1,65.16,0.05,61.9
500270,2024-01-28,Southwest,1026,Blender,Home & Kitchen,2,116.63,0.0,233.26
500271,2024-01-28,Midwest,1049,Flannel Shirt,Apparel,4,71.14,0.05,270.33
500272,2024-01-28,Southeast,1011,LED Desk Lamp,Electronics,1,91.94,0.0,91.94
500273,2024-01-28,Southeast,1094,Hair Straightener,Beauty & Personal Care,1,54.73,0.0,54.73
500274,2024-01-29,Northeast,1109,Label Maker,Office Supplies,2,46.95,0.05,89.2
500275,2024-01-29,Midwest,1044,Hooded Sweatshirt,Apparel,2,65.16,0.0,130.32
500276,2024-01-29,Northeast,1053,Canvas Belt,Apparel,2,53.04,0.0,106.08
500277,2024-01-29,Northeast,1086,Moisturizer Cream,Beauty & Personal Care,1,37.68,0.0,37.68
500278,2024-01-29,Northeast,1035,Picture Frame Set,Home & Kitchen,2,106.87,0.0,213.74
500279,2024-01-29,Northeast,1098,Cotton Rounds,Beauty & Personal Care,3,15.0,0.1,40.5
500280,2024-01-29,Northeast,1047,Polo Shirt,Apparel,4,55.42,0.1,199.51
500281,2024-01-29,Northeast,1006,Webcam HD,Electronics,1,169.69,0.15,144.24
500282,2024-01-30,Midwest,1087,Sunscreen SPF 50,Beauty & Personal Care,1,27.82,0.15,23.65
500283,2024-01-30,Midwest,1015,Action Camera,Electronics,2,81.81,0.1,147.26
500284,2024-01-30,Southeast,1095,Beard Trimmer,Beauty & Personal Care,3,52.43,0.0,157.29
500285,2024-01-30,Southwest,1014,Wireless Router,Electronics,1,172.72,0.0,172.72
500286,2024-01-30,Southwest,1067,Camping Tent,Sports & Outdoors,1,180.15,0.0,180.15
500287,2024-01-30,Midwest,1008,Mechanical Keyboard,Electronics,3,284.69,0.1,768.66
500288,2024-01-30,Midwest,1113,Ring Binder,Office Supplies,1,54.49,0.2,43.59
500289,2024-01-30,West,1064,Swim Trunks,Apparel,1,31.13,0.1,28.02
500290,2024-01-30,Southeast,1016,Power Strip,Electronics,1,273.3,0.05,259.64
500291,2024-01-30,Midwest,1076,Cooler Bag,Sports & Outdoors,3,32.58,0.0,97.74
500292,2024-01-30,West,1018,Stainless Steel Knife Set,Home & Kitchen,3,20.78,0.1,56.11
500293,2024-01-30,Midwest,1075,Trekking Poles,Sports & Outdoors,1,182.21,0.0,182.21
